configuration_id,TARGET_CLASS,criterion,Coverage,Size,Length,MutationScore,Total_Goals,Covered_Goals,Lines,Covered_Lines,Total_Methods,Covered_Methods,Fitness_Evaluations,Total_Time,algorithm,ranking_type,crossover_rate,mutation_rate,search_budget,crossover_function,selection_function
RANK-SP,org.joda.time.format.PeriodFormatter,BRANCH,0.9696969696969697,20,95,0.4888888888888889,33,32,19,60,19,19,15341,39522,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.tz.UTCProvider,BRANCH,1.0,3,6,0.75,4,4,3,6,3,3,50,5723,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.DateConverter,BRANCH,1.0,2,4,1.0,3,3,3,5,3,3,50,9106,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicFixedMonthChronology,BRANCH,0.8333333333333334,11,22,0.5101214574898786,24,17,15,27,15,13,12225,38915,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH,0.9130434782608695,21,72,0.6385767790262172,69,62,18,122,18,16,5703,47689,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,BRANCH,0.8888888888888888,10,54,0.5363636363636364,18,15,13,20,13,11,16523,41051,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicYearDateTimeField,BRANCH,0.9583333333333334,14,41,0.6019417475728155,24,19,19,37,19,14,18633,39203,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.EthiopicChronology,BRANCH,0.8055555555555556,5,12,0.07738095238095238,36,14,14,20,14,9,13520,40447,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJDayOfWeekDateTimeField,BRANCH,0.9090909090909091,9,57,1.0,11,10,11,12,11,10,98865,38727,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJMonthOfYearDateTimeField,BRANCH,1.0,5,22,0.8333333333333334,6,6,6,7,6,6,50,11086,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.JulianChronology,BRANCH,0.8636363636363636,8,17,0.14537444933920704,44,22,19,28,19,12,17186,40501,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.LimitChronology,BRANCH,0.008928571428571428,1,1,0.0,112,1,54,2,53,1,37723,38350,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.ZonedChronology,BRANCH,0.3935483870967742,46,213,0.1719939117199391,155,61,67,97,66,47,9214,46084,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.CalendarConverter,BRANCH,0.7692307692307693,5,15,0.13333333333333333,13,10,5,21,5,5,39515,38574,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTime,BRANCH,0.9529411764705882,118,398,0.0,170,161,127,228,127,114,4895,46365,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTimeUtils,BRANCH,0.6984126984126984,26,38,0.5407407407407407,63,44,31,94,31,31,10913,40907,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormat,BRANCH,0.710239651416122,52,85,0.10702875399361023,459,300,36,173,36,35,4538,88088,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormatter,BRANCH,0.5405405405405406,39,182,0.25102880658436216,111,59,50,99,49,48,6503,48485,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeParserBucket,BRANCH,0.27184466019417475,10,25,0.09266409266409266,103,28,35,55,35,10,8975,41097,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.ISODateTimeFormat,BRANCH,0.5323076923076923,68,121,0.0947867298578199,325,173,119,153,119,58,4997,51999,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.PeriodFormatter,BRANCH,0.9696969696969697,17,115,0.4,33,31,19,55,19,19,18920,39687,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.tz.UTCProvider,BRANCH,1.0,3,6,0.75,4,4,3,6,3,3,50,6361,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.DateConverter,BRANCH,1.0,2,6,1.0,3,3,3,4,3,3,50,8621,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicFixedMonthChronology,BRANCH,1.0,12,35,0.4939271255060729,24,20,15,27,15,11,9536,32612,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH,0.9130434782608695,22,89,0.651685393258427,69,62,18,122,18,16,8625,46440,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
